CustomerID,PersonalLoan,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard
1162,1,36,11,181,94309,3,1.4,1,0,0,0,0,0
1163,0,38,14,112,94501,2,2.2,1,394,0,0,0,0
1164,0,34,9,138,94720,2,7.8,1,227,0,0,1,0
1165,1,41,17,94,90071,3,3.8,2,327,1,1,1,0
1166,0,43,19,113,91203,1,1.7,1,0,0,0,0,0
1167,1,30,5,112,91711,4,5,2,0,0,0,0,1
1168,0,37,12,190,92354,2,3,1,475,0,0,1,0
1169,0,62,37,38,91706,1,1.1,3,0,0,0,1,0
1170,0,40,16,32,92110,1,1.4,3,158,0,0,1,0
1171,0,35,10,104,91320,3,0.6,2,0,0,0,0,1
1172,0,64,40,43,95014,1,1.9,2,0,0,0,1,0
1173,0,49,24,45,92104,3,1.7,2,0,1,0,1,0
1174,0,24,-1,35,94305,2,1.7,2,0,0,0,0,0
1175,0,36,10,42,93106,4,1.2,2,0,0,0,1,1
1176,0,29,4,58,91006,1,0.8,2,0,0,0,1,1
1177,1,29,3,103,90049,4,3.4,1,0,0,0,1,0
1178,1,28,3,71,90405,1,3.3,2,149,1,1,1,0
1179,0,33,7,14,94025,1,0.4,2,98,0,0,1,0
1180,0,36,11,98,90291,3,1.2,3,0,1,0,0,1
1181,0,42,17,90,90504,1,0.1,2,0,0,0,0,1
1182,0,25,0,65,90095,4,0.2,1,0,1,0,0,0
1183,0,28,2,19,94720,4,0.4,1,0,0,0,1,1
1184,0,50,25,35,94105,3,1.7,2,0,0,0,1,1
1185,0,34,9,71,90041,4,1.3,1,0,0,0,1,0
1186,0,43,19,31,94025,3,0.5,1,0,0,0,0,0
1187,0,62,38,43,94928,4,1.2,2,0,0,0,1,0
1188,0,61,36,24,94309,1,1.5,2,87,1,0,0,0
1189,0,45,19,58,94305,2,0.4,3,0,1,0,0,1
1190,0,42,17,115,92717,2,0.4,1,0,0,0,1,0
1191,0,39,15,168,93117,2,8,1,152,1,0,0,0
1192,0,29,5,128,94111,1,1.5,1,0,0,0,1,1
1193,0,45,20,138,92870,1,7,1,0,0,0,0,1
1194,0,58,32,81,92121,3,1.7,2,0,0,0,1,1
1195,0,29,3,41,94305,4,1.3,3,0,0,0,1,0
1196,1,32,7,123,92407,2,2.9,2,0,0,0,1,0
1197,0,37,13,71,94609,2,2.7,1,94,0,0,1,0
1198,0,48,23,8,92866,1,0.4,3,0,0,0,0,1
1199,0,40,14,42,94801,2,0.7,1,101,0,0,1,0
1200,0,29,4,62,92064,2,2.5,1,184,0,0,1,0
1201,0,36,12,22,92507,4,1,1,91,1,0,1,0
1202,0,35,8,38,95060,4,1,2,0,0,0,1,0
1203,0,35,11,24,95521,4,0.4,2,0,0,0,0,0
1204,0,62,37,50,91311,3,2.4,1,0,0,0,1,0
1205,1,26,1,190,91604,4,1.3,2,197,0,0,1,0
1206,0,32,7,94,91361,2,3.1,1,0,0,0,1,0
1207,1,63,37,165,95035,4,5.1,3,0,0,0,0,0
1208,0,38,12,43,94301,4,1.2,2,0,0,0,0,1
1209,0,50,26,48,91711,1,1.6,2,0,0,0,0,1
1210,0,46,21,52,91304,3,2.7,2,228,0,0,0,1
1211,0,50,24,84,93943,4,4.9,1,0,0,0,1,0
1212,0,61,36,131,92407,1,0.9,1,0,0,0,1,0
1213,0,34,8,44,91101,4,0.2,1,0,0,0,0,0
1214,0,27,2,78,93943,4,0.2,1,87,0,0,0,0
1215,0,61,36,15,92521,4,0.4,2,0,0,0,0,0
1216,0,45,20,38,94550,4,1.9,3,144,0,0,1,1
1217,0,50,25,84,91107,1,1.3,3,0,1,0,1,0
1218,0,44,20,122,94305,1,0.3,1,0,0,0,1,0
1219,0,62,36,98,92122,2,2.8,1,0,0,0,0,0
1220,0,45,18,80,92407,3,2.67,2,0,0,0,0,0
1221,0,41,17,165,94143,2,8,1,0,0,0,1,0
1222,0,30,5,121,94132,2,3.3,1,0,0,0,0,1
1223,0,61,37,20,90011,3,0.4,2,94,0,0,0,0
1224,0,45,19,11,96150,1,0.2,1,91,0,0,0,0
1225,0,59,35,45,94920,1,1.8,3,0,0,0,1,0
1226,1,30,6,118,94534,2,2.8,2,0,0,0,0,0
1227,0,60,36,14,90089,2,0.3,1,109,0,0,1,1
1228,0,39,13,30,92122,3,0.2,2,0,0,0,0,0
1229,0,56,30,45,92870,1,0.2,1,98,0,0,0,0
1230,0,56,32,80,94596,3,2.67,1,0,0,0,1,0
1231,0,27,1,25,94920,4,0.3,2,0,0,0,1,1
1232,0,66,41,144,94306,1,2.5,1,0,1,1,1,1
1233,0,43,19,84,92646,4,0.2,3,297,0,0,1,0
1234,0,53,29,22,93943,2,0.4,1,0,0,0,1,0
1235,0,44,18,33,90405,3,1.5,1,0,0,0,1,1
1236,0,54,28,60,94110,4,2.6,3,0,0,0,0,0
1237,0,31,6,81,95762,4,2.2,2,116,0,0,1,0
1238,1,38,13,169,92093,1,6.8,3,0,0,1,1,1
1239,0,28,2,63,91116,2,1.6,3,0,0,0,1,0
1240,0,51,26,12,90245,2,0.7,3,109,0,0,1,1
1241,0,52,27,15,91320,4,0.8,1,101,0,0,0,0
1242,0,64,38,39,92120,1,0.5,3,0,1,1,1,1
1243,0,29,4,44,91380,4,2,2,0,0,0,1,0
1244,0,34,10,110,92697,1,4,1,0,0,0,1,0
1245,1,33,8,130,94720,3,6.3,2,99,0,0,0,1
1246,0,46,21,41,94025,1,1.4,3,128,0,0,1,0
1247,0,48,22,59,91775,1,1.4,3,241,0,0,1,0
1248,0,52,28,39,94606,2,0.8,1,0,0,0,1,0
1249,0,44,19,35,94305,4,0,2,0,0,0,1,0
1250,0,51,27,80,90032,1,2.6,2,0,0,0,1,1
1251,0,47,20,81,94301,1,2.67,2,0,0,0,1,0
1252,0,39,13,31,95120,2,0.8,3,0,0,0,0,0
1253,0,42,17,93,92182,4,1.9,3,0,0,0,0,0
1254,0,57,33,45,92346,4,1.5,1,204,0,0,1,0
1255,0,36,12,40,91101,2,0.6,3,0,0,0,1,1
1256,0,27,1,80,95354,2,1.6,3,185,0,0,1,1
1257,0,31,7,20,92115,1,0.4,3,0,0,0,1,0
1258,0,63,37,41,93014,1,0.5,3,0,0,0,0,1
1259,0,34,8,31,91203,1,0.3,1,104,0,0,1,1
1260,0,52,27,35,95616,4,0.2,2,0,0,0,1,0
1261,0,57,31,40,91107,3,1.4,3,137,0,0,1,1
1262,0,63,39,84,94901,1,1.8,3,0,0,0,0,0
1263,0,26,1,53,94720,2,1.6,3,0,0,0,1,0
1264,0,35,5,85,92870,4,4,3,0,0,0,1,0
1265,0,58,33,138,94546,2,3.9,1,0,0,0,1,0
1266,0,32,2,71,95014,2,1.75,3,108,0,0,0,0
1267,0,64,39,113,92121,1,0.8,3,0,0,0,0,1
1268,0,50,23,23,94720,2,1,2,0,1,0,0,0
1269,0,34,9,62,92677,3,2.3,1,0,0,0,0,0
1270,0,36,11,14,92673,4,0.2,3,100,0,0,1,1
1271,0,43,18,60,91311,2,2.2,3,0,0,0,0,1
1272,0,28,4,94,92115,3,0.8,1,236,0,0,1,0
1273,0,64,39,83,95616,3,1.8,2,0,0,0,1,0
1274,1,60,35,130,95741,3,6.3,3,437,0,1,1,1
1275,0,62,37,61,93117,4,1.7,1,0,0,0,0,0
1276,0,27,2,92,95616,2,3.1,1,178,0,0,1,0
1277,0,42,16,20,95351,2,0.8,3,117,0,0,1,1
1278,0,45,20,194,92110,2,8.8,1,428,0,0,0,0
1279,0,36,10,74,94305,1,2.5,1,0,0,0,0,1
1280,0,48,22,84,90024,2,0.4,3,145,0,0,0,0
1281,0,65,40,98,95064,3,1.8,2,333,0,0,0,0
1282,0,39,15,52,92093,3,2.33,1,0,0,0,1,0
1283,0,51,26,55,93955,1,1.3,2,236,0,0,0,1
1284,0,30,6,64,94305,4,3.4,1,117,0,0,0,0
1285,0,65,40,128,90740,1,2.5,1,162,0,0,1,0
1286,1,38,13,113,94720,4,1.7,2,0,0,0,0,1
1287,0,29,3,50,94010,3,1.1,2,0,0,0,0,1
1288,0,42,18,54,94010,4,2.2,2,0,0,0,0,0
1289,0,63,38,129,91326,1,0.9,1,366,0,0,1,0
1290,0,46,21,82,94523,4,0.4,1,0,0,0,0,0
1291,0,62,38,100,90277,4,1.7,2,0,0,0,1,0
1292,0,58,34,44,94111,4,2.2,1,0,1,0,0,0
1293,1,56,30,164,94610,4,0.5,2,234,0,1,1,1
1294,0,56,31,81,92373,2,3.7,1,121,0,0,1,1
1295,0,34,10,71,95003,1,0.1,1,257,0,0,1,1
1296,0,42,17,28,92866,1,0.5,3,90,0,0,0,0
1297,0,30,6,80,92399,3,1.5,1,219,0,0,1,0
1298,0,61,35,90,95814,4,1.9,2,0,0,0,1,0
1299,0,38,14,74,90274,1,3.6,2,0,0,0,1,1
1300,0,50,25,14,95762,2,0.7,3,0,1,0,1,0
1301,0,61,36,23,91754,2,0.5,2,103,0,0,1,0
1302,0,41,17,153,92121,1,1.7,1,337,0,0,0,1
1303,0,42,16,38,94087,3,0.9,3,0,0,0,0,0
1304,0,29,5,112,94720,2,2,2,382,1,0,0,0
1305,0,51,26,145,90025,1,8.1,1,397,0,0,0,1
1306,0,32,6,28,94025,2,0.3,2,88,0,0,1,0
1307,0,34,9,31,94115,4,1.1,3,0,0,0,1,1
1308,0,26,2,195,94546,1,6.33,1,0,0,0,1,1
1309,0,54,24,50,92037,3,2,3,0,0,0,1,1
1310,0,38,14,71,95136,4,2,3,0,0,0,0,0
1311,0,62,36,21,95616,3,0.3,3,0,0,0,0,0
1312,0,37,11,35,90044,2,0.8,3,125,0,0,0,0
1313,0,46,21,42,92691,1,2.4,1,0,0,0,1,1
1314,0,52,27,78,92008,4,3.6,3,141,0,0,1,0
1315,0,32,6,73,94305,4,2.2,2,0,0,0,0,0
1316,0,49,25,53,95134,2,1,3,181,0,0,0,0
1317,0,28,3,51,94086,2,1.6,3,123,0,0,0,0
1318,0,55,30,40,95521,2,2.3,3,0,0,0,1,0
1319,0,52,26,178,94234,1,1,1,0,0,0,0,0
1320,0,32,6,35,94005,2,0.3,1,0,0,0,0,1
1321,1,31,7,192,90250,1,0,2,0,0,0,1,0
1322,0,27,3,123,95138,1,5.4,1,0,0,0,0,0
1323,0,32,5,48,94022,2,1.67,2,0,1,1,1,1
1324,0,52,26,45,91604,3,0.6,2,0,0,0,0,0
1325,0,52,28,15,95064,1,0.2,1,0,0,0,1,0
1326,0,50,24,79,94304,1,0.3,1,120,0,0,1,0
1327,0,32,5,63,90024,4,2,2,0,1,0,1,0
1328,0,61,35,30,94720,2,0.2,3,0,0,0,1,0
1329,1,60,36,145,95616,4,6.9,1,380,0,0,0,1
1330,0,28,4,32,90095,3,1,2,0,0,0,0,0
1331,0,34,9,64,92346,2,0.1,1,224,0,0,1,1
1332,0,31,7,84,92692,1,0.1,1,0,0,0,1,0
1333,0,31,5,21,94309,1,0.4,2,0,0,0,1,0
1334,0,62,38,99,95014,4,1.7,2,0,0,0,1,0
1335,0,47,22,35,94304,2,1.3,1,0,0,0,1,0
1336,0,50,24,180,94539,1,1.7,1,0,0,0,1,1
1337,0,36,12,42,93555,1,1.33,1,0,0,0,1,0
1338,1,26,0,179,92028,4,2.1,2,0,0,0,0,0
1339,0,51,27,42,90245,4,0.1,3,0,0,0,0,0
1340,1,52,25,180,94545,2,9,2,297,0,0,1,0
1341,0,35,11,82,94131,4,3.4,1,0,0,0,0,0
1342,0,42,16,55,91355,2,0.7,1,149,0,0,0,0
1343,0,36,12,79,90041,2,2.2,1,0,0,0,1,0
1344,0,41,17,48,92831,2,0.6,3,215,0,0,0,1
1345,0,49,25,93,93117,1,2.7,1,0,1,0,1,0
1346,0,57,32,23,92126,2,0.2,3,0,0,0,0,0
1347,0,44,20,50,95670,3,2.33,1,200,0,0,0,0
1348,0,60,34,85,91367,2,2,1,0,0,0,1,0
1349,0,38,14,35,95051,1,1.5,2,97,0,0,1,0
1350,1,26,2,171,93943,3,6,2,0,0,0,1,0
1351,0,29,2,29,90266,4,1.5,2,0,0,0,0,1
1352,0,59,35,84,94588,1,1.8,3,0,0,0,1,1
1353,0,51,27,20,90401,4,0.5,2,0,0,0,1,0
1354,0,50,25,14,94124,1,0.4,3,0,0,0,1,1
1355,0,35,10,179,91942,1,8.6,1,357,0,0,0,0
1356,0,61,37,48,91910,1,0.8,1,158,0,0,1,0
1357,0,42,16,74,90066,1,2.8,1,0,0,0,1,0
1358,0,55,29,53,95134,1,1.4,1,0,0,0,0,0
1359,0,50,25,83,92007,1,2.8,2,0,0,0,1,1
1360,0,64,40,171,90034,2,2.1,1,433,0,0,0,0
1361,0,54,28,85,92028,4,4.9,1,0,0,0,1,0
1362,0,50,26,38,95039,4,0.9,2,0,0,0,1,0
1363,0,31,5,85,92130,3,1.6,1,157,0,0,1,1
1364,0,32,8,79,92115,1,0.1,1,0,0,0,0,0
1365,0,44,19,69,92129,4,0.4,1,0,0,0,0,0
1366,0,60,35,43,94720,3,0.9,3,0,0,0,1,1
1367,0,60,34,33,91107,2,0.3,1,101,0,0,1,0
1368,0,62,38,42,95747,3,0.1,3,149,0,0,0,1
1369,0,46,21,40,94025,4,1.9,3,122,0,0,1,0
1370,0,57,33,43,91902,1,1.8,3,0,0,0,0,0
1371,0,30,5,20,94545,4,0.5,3,117,0,0,0,0
1372,0,58,32,65,95621,3,2.5,1,222,0,0,1,0
1373,1,39,13,139,95616,3,3.4,1,483,0,0,1,0
1374,1,60,35,135,92612,3,0.3,3,0,0,0,1,0
1375,0,59,34,84,94043,3,1.6,3,0,0,0,1,0
1376,1,50,26,179,92612,1,2.9,3,0,0,0,0,1
1377,0,63,39,45,92870,4,1.3,2,86,0,0,0,0
1378,0,27,3,109,93023,2,2.5,1,0,0,0,1,0
1379,0,54,29,34,93305,4,0.1,3,0,0,0,1,0
1380,0,62,37,162,95051,1,1.3,1,0,0,0,1,0
1381,0,60,34,105,92103,2,1.4,1,0,0,0,1,0
1382,0,38,12,22,91380,3,0.2,2,0,0,0,1,0
1383,0,34,8,82,91775,2,1.8,1,178,0,0,1,1
1384,0,65,41,105,95616,4,1.7,2,230,1,0,1,0
1385,0,55,31,62,91711,1,1.8,3,0,0,0,1,0
1386,0,57,31,82,95032,2,2,1,83,0,0,0,1
1387,0,27,3,72,95616,4,0,1,0,0,0,1,0
1388,0,35,10,38,95762,4,1.7,1,0,0,0,1,1
1389,0,52,28,25,90212,4,1,1,0,0,0,0,0
1390,0,45,15,20,94107,1,0.75,3,0,0,0,1,0
1391,0,29,3,80,94305,4,1.8,2,0,0,0,1,1
1392,0,44,18,84,91330,3,1.1,1,0,0,0,0,0
1393,0,47,23,33,90095,1,1,1,0,0,0,1,1
1394,0,62,37,55,95039,3,0.9,3,0,0,0,1,0
1395,0,52,27,33,90095,2,0.7,2,0,0,0,0,1
1396,1,47,23,190,92831,4,0.3,3,305,0,0,0,0
1397,0,42,18,43,91107,1,0.3,3,158,0,0,0,0
1398,0,65,41,45,95521,3,0.1,3,0,0,0,1,0
1399,0,42,18,141,93407,1,3.5,1,0,0,0,0,0
1400,0,40,16,69,92009,4,2.4,1,0,0,0,1,0
1401,0,32,8,78,90401,4,0.1,2,0,0,0,1,0
1402,0,40,15,84,94521,1,3.7,3,0,0,0,1,0
1403,1,55,29,172,95064,1,5.2,2,0,0,0,0,0
1404,0,32,6,51,93109,4,0.2,1,154,1,0,0,1
1405,0,58,28,75,92121,1,1.4,3,0,0,0,1,0
1406,1,46,22,183,91605,1,3.1,2,0,0,1,1,1
1407,0,53,23,20,92123,4,0.4,3,0,0,0,1,1
1408,1,63,39,101,94306,2,3.9,3,294,0,0,1,0
1409,1,40,14,129,90089,1,5.9,3,0,0,0,1,0
1410,0,41,17,63,90745,2,3.2,1,0,0,0,0,0
1411,0,60,35,44,92126,4,2.1,1,0,0,0,0,0
1412,1,65,39,184,91302,1,5.4,3,176,0,1,1,1
1413,0,59,33,100,95064,2,2,1,127,0,0,0,0
1414,0,48,24,12,90058,3,0.4,1,0,0,0,0,0
1415,0,59,33,68,94105,2,2.3,3,128,1,0,1,0
1416,0,33,8,48,94019,1,1,1,212,0,0,1,0
1417,0,40,15,82,93101,2,0.4,1,0,0,0,0,0
1418,0,42,18,52,94061,2,2.5,1,0,0,0,0,0
1419,1,65,41,154,92008,2,4.6,2,0,1,1,1,1
1420,0,30,4,39,91105,1,1.5,1,0,0,0,0,1
1421,0,30,4,40,91605,1,0.3,1,0,0,1,1,1
1422,0,42,17,54,94720,4,1.9,3,164,0,0,0,0
1423,0,32,8,32,94143,2,1,2,103,0,1,1,1
1424,0,55,30,64,90250,2,2.3,3,0,0,0,0,0
1425,0,29,3,92,94539,2,1.3,1,287,0,0,1,0
1426,0,64,38,40,91330,1,2.5,3,94,0,0,1,1
1427,0,37,11,60,96651,3,0.5,3,0,0,0,1,0
1428,0,31,5,85,95828,2,1.3,1,119,0,0,1,1
1429,0,25,-1,21,94583,4,0.4,1,90,0,0,1,0
1430,0,31,5,35,95064,1,0.6,3,171,0,0,0,0
1431,0,32,7,52,92660,2,0.1,1,0,0,0,1,0
1432,0,58,34,128,90058,1,7.4,1,0,0,0,0,0
1433,0,26,2,195,90245,1,6.33,1,0,0,0,0,0
1434,0,51,25,68,92647,2,1.5,2,117,0,0,0,1
1435,0,65,41,55,93106,2,1.1,1,0,0,0,0,0
1436,0,43,17,55,90266,1,0.2,1,0,0,0,1,0
1437,0,46,21,80,95054,4,0.4,1,0,0,0,1,1
1438,0,28,3,123,92007,1,0.8,1,146,0,0,0,0
1439,0,63,37,90,94105,4,1.9,2,106,1,0,1,0
1440,0,59,29,61,94025,1,1.4,3,0,0,0,0,0
1441,0,42,15,41,94610,3,2.5,2,0,0,0,1,0
1442,0,58,33,43,94720,2,1.6,3,0,0,0,1,0
1443,0,39,13,71,95822,3,0.1,1,162,1,0,1,0
1444,0,36,12,25,95051,4,1,1,0,0,0,1,0
1445,1,60,33,154,90740,1,3,2,0,1,1,1,0
1446,0,47,21,141,90095,1,2.4,1,0,0,0,0,0
1447,0,29,4,22,92661,2,0.9,3,110,0,0,0,0
1448,0,52,28,145,94131,2,6.8,1,0,0,0,1,0
1449,0,41,16,49,92122,3,0.5,3,0,0,0,1,0
1450,0,63,37,109,90740,1,2,1,0,0,0,1,0
1451,0,59,34,80,90086,3,0.5,1,0,0,0,1,1
1452,0,44,20,82,94555,4,1.4,2,201,0,0,1,1
1453,0,54,28,52,94102,4,2.5,1,0,0,0,1,0
1454,0,29,5,85,90232,3,2.5,1,0,0,0,1,1
1455,0,51,25,148,90024,1,1,1,0,0,0,0,0
1456,0,63,39,160,91330,2,2.1,1,0,0,0,0,1
1457,0,36,11,39,90095,4,1.7,1,0,0,0,1,0
1458,0,42,16,25,94304,2,0.8,3,0,0,0,0,1
1459,0,51,25,33,93033,1,1.4,3,0,0,0,1,1
1460,0,47,20,38,92115,3,2.5,2,0,0,0,0,0
1461,0,40,16,85,92677,4,0.2,3,0,0,0,1,1
1462,0,54,28,48,93022,1,0.2,1,0,0,0,1,0
1463,0,47,21,15,95207,4,0.6,3,77,0,0,1,0
1464,0,35,10,94,91343,1,0,1,174,0,0,1,0
1465,0,28,4,120,92333,2,0.6,1,0,0,0,1,0
1466,0,45,19,60,91911,1,0.7,3,159,0,0,1,0
1467,0,33,9,145,94303,2,4.33,1,277,0,0,0,1
1468,0,62,36,29,91107,2,0.7,3,0,0,0,0,0
1469,0,45,18,78,92129,3,2.67,2,0,0,0,1,0
1470,0,59,35,59,90005,4,1.2,2,0,0,0,1,0
1471,0,58,28,80,91116,2,4.5,3,0,0,0,0,1
1472,0,52,26,180,94305,1,1,1,0,0,0,1,1
1473,0,34,8,8,94710,3,0.1,2,83,0,0,1,0
1474,0,65,35,23,91711,1,1.5,3,0,0,0,1,0
1475,0,48,23,79,92124,2,3.8,3,0,0,0,1,0
1476,0,44,19,78,92064,2,3.8,3,268,0,0,0,0
1477,0,61,37,64,92028,1,0,2,0,0,0,0,1
1478,0,40,14,64,91320,4,0.2,3,0,0,0,1,1
1479,1,65,39,160,94803,4,3.8,1,237,0,0,1,0
1480,0,28,4,43,91304,1,1,3,102,0,0,0,0
1481,0,67,42,32,93943,1,1.1,3,0,0,0,0,1
1482,0,35,9,179,91125,2,0,1,76,1,0,1,0
1483,0,60,35,8,94143,1,0.1,1,0,0,0,1,0
1484,0,58,32,63,92717,1,1.6,1,0,1,0,1,0
1485,0,55,30,40,94126,2,2.3,3,0,1,0,1,0
1486,0,34,9,99,90245,4,2.2,2,155,0,0,1,0
1487,1,35,9,141,93022,2,4.5,2,0,0,0,0,0
1488,0,28,4,159,93907,1,1.5,1,0,0,0,1,1
1489,0,38,12,39,95825,2,0.3,1,174,0,0,1,0
1490,0,62,38,99,91604,4,1.7,2,0,0,0,0,0
1491,0,30,4,18,95020,4,0.3,2,0,0,0,1,1
1492,0,38,12,38,94553,2,0.3,1,0,0,0,1,1
1493,0,33,8,133,90024,1,0,1,0,0,0,1,0
1494,0,58,34,84,91380,2,2.8,1,0,0,0,1,1
1495,0,59,35,60,90089,1,0,2,0,0,0,1,1
1496,1,52,28,178,92647,3,5.4,3,147,0,0,1,0
1497,0,36,12,18,91330,1,0.5,3,0,0,0,0,1
1498,0,45,21,73,95020,1,0.8,3,0,0,0,1,0
1499,0,49,23,125,94022,1,7.3,1,0,0,0,0,0
1500,1,52,26,91,92173,1,4.3,2,0,0,1,1,1
1501,0,54,28,74,95014,2,1.1,1,0,0,0,1,0
1502,0,30,4,35,92130,2,0.3,2,0,1,0,0,1
1503,0,65,39,113,90036,1,2,1,0,0,0,1,1
1504,0,34,8,52,94720,4,2.2,2,0,0,0,0,0
1505,1,30,6,191,92028,2,4.4,2,0,0,0,1,0
1506,0,51,25,18,92109,1,0.3,3,93,0,0,0,1
1507,0,52,27,25,95138,2,0,1,0,0,0,1,1
1508,0,43,18,50,91006,4,1.9,3,0,0,0,0,0
1509,0,35,10,75,93940,4,0.7,3,0,0,0,1,1
1510,0,56,26,92,92647,2,4.5,3,0,1,0,0,1
1511,0,57,32,33,95747,2,2,2,0,0,0,1,0
1512,0,58,32,65,90266,3,2.2,3,0,0,0,0,0
1513,0,53,28,44,91604,3,1.7,1,0,0,0,0,0
1514,0,45,21,183,95211,2,1.4,1,354,0,0,0,0
1515,0,44,20,175,96150,2,1.4,1,0,0,0,1,1
1516,0,54,28,28,94305,4,1.5,3,0,0,0,1,1
1517,0,41,17,49,92130,4,2.2,2,0,0,0,0,0
1518,0,52,26,45,92697,4,1.8,1,0,0,0,1,0
1519,1,43,17,64,95053,4,3,3,221,0,0,1,0
1520,0,63,38,22,92115,3,0.1,3,90,0,0,1,0
1521,0,54,30,120,95039,1,7.4,1,119,0,0,1,1
1522,0,33,8,175,92354,2,6.7,1,102,0,0,1,0
1523,0,25,-1,101,94720,4,2.3,3,256,0,0,0,1
1524,0,41,16,104,92037,1,1,3,0,0,0,1,0
1525,1,40,16,155,94002,4,0.1,3,0,0,1,1,1
1526,0,43,18,58,95747,1,2.4,1,0,0,0,0,0
1527,0,36,10,80,94608,4,2.2,2,0,0,0,1,0
1528,0,57,33,45,94117,1,1.8,3,195,0,0,0,0
1529,0,34,9,134,94550,1,4.6,1,164,1,0,1,0
1530,0,38,14,58,91709,4,2,3,153,1,0,0,0
1531,0,47,21,20,94066,1,0.2,1,0,0,0,1,1
1532,0,39,13,25,90304,4,1.5,3,0,0,0,1,0
1533,0,45,20,55,94588,1,0.3,1,0,0,0,1,1
1534,0,62,37,155,93943,1,1.3,1,0,0,0,0,0
1535,0,59,34,30,92084,1,1.3,1,0,0,0,1,1
1536,0,61,37,39,92096,4,0.4,1,0,0,0,1,1
1537,0,36,12,73,95617,4,2,3,188,0,0,1,0
1538,0,58,34,41,94608,4,1.3,1,0,0,0,1,0
1539,0,55,30,34,95820,4,0.1,3,157,0,0,1,0
1540,0,29,5,21,90601,3,0.9,3,119,0,0,0,0
1541,0,34,8,11,91320,4,0.3,1,0,1,1,1,1
1542,0,61,35,154,92704,2,6.9,1,0,0,0,0,0
1543,0,50,20,19,92612,4,0.4,3,0,0,0,0,0
1544,0,52,26,101,93407,2,2.4,2,0,0,0,1,0
1545,0,39,15,24,92123,1,1,1,116,0,0,1,1
1546,0,55,29,131,92675,2,2.7,1,0,1,0,0,0
1547,0,33,9,105,95136,1,4,1,0,0,0,1,0
1548,0,47,21,52,94720,1,1.2,2,194,0,0,0,0
1549,0,57,32,21,92037,4,0.9,2,113,1,0,0,0
1550,0,57,31,45,94305,3,1.4,1,198,0,0,1,0
1551,0,40,14,39,93117,1,2,1,0,0,0,1,0
1552,0,50,25,192,94115,2,2.8,1,238,0,0,0,1
1553,0,29,5,195,94301,1,4.3,1,0,0,0,0,0
1554,0,46,22,83,95616,3,0.7,1,0,0,0,0,0
1555,0,42,15,34,91302,3,1,2,0,1,0,1,0
1556,0,59,33,49,93009,4,1.7,2,104,0,0,1,0
1557,0,31,1,60,94143,4,4,3,244,0,0,0,0
1558,0,51,25,41,94939,4,1.8,1,0,0,0,0,0
1559,0,35,10,72,91320,3,2.3,1,285,0,0,0,0
1560,1,59,35,102,92677,4,3,2,115,0,0,1,0
1561,0,35,10,31,95605,3,1.3,1,0,0,0,0,0
1562,0,46,20,73,93106,1,1.5,2,128,0,0,1,0
1563,0,34,9,89,91763,1,0,1,0,0,0,1,0
1564,0,55,29,19,92109,4,0.7,3,121,1,0,0,1
1565,0,64,40,63,94706,4,1.2,2,0,0,0,1,0
1566,0,34,9,104,95758,3,1.2,3,0,0,0,1,0
1567,0,61,35,40,95064,1,0.8,2,128,0,0,1,0
1568,0,63,39,92,94710,2,0,3,0,0,0,1,0
1569,0,59,33,72,92350,2,0.7,2,226,0,0,0,0
1570,0,51,27,44,94305,3,1.9,2,141,0,0,0,0
1571,1,41,16,114,94705,4,3.5,1,0,0,0,0,1
1572,0,37,13,73,95758,4,2.4,1,0,0,0,0,0
1573,0,64,40,63,91711,4,1.2,2,0,1,0,0,1
1574,0,44,20,69,92028,1,0.8,3,184,0,1,1,1
1575,0,62,37,42,92106,3,1.5,1,0,0,0,1,0
1576,0,50,26,88,90037,1,2.7,1,0,0,0,1,0
1577,0,43,18,98,92131,2,0.4,1,0,0,0,1,0
1578,1,34,8,65,92093,1,3,1,227,0,0,1,0
1579,0,38,13,12,94143,2,0.3,2,104,1,0,1,0
1580,1,29,5,122,94305,4,3,1,0,0,0,0,1
1581,0,39,14,12,92093,2,0,3,0,0,0,0,0
1582,0,53,29,24,94105,2,0.2,1,0,0,0,0,1
1583,1,43,19,170,92037,4,4.25,1,318,0,1,1,1
1584,1,61,36,184,92028,4,2.3,2,342,0,1,1,1
1585,0,46,20,25,93401,4,0.6,3,125,0,0,0,0
1586,0,57,31,131,90502,2,2.7,1,0,0,0,0,0
1587,0,59,33,50,94122,2,2.3,3,0,0,0,0,1
1588,0,52,28,21,94035,2,0.4,1,0,1,0,1,0
1589,0,29,3,55,95616,3,1.1,2,0,0,0,1,0
1590,1,57,32,124,90049,1,0.2,2,0,0,0,1,0
1591,0,49,23,58,95819,4,2.6,1,188,0,0,0,0
1592,0,39,13,72,95817,2,2.8,1,0,0,0,1,0
1593,1,56,31,192,90089,1,7,3,0,0,1,1,0
1594,0,63,38,83,91320,3,1.8,2,0,0,0,1,0
1595,0,37,12,93,90025,1,2.8,1,0,1,0,1,0
1596,0,56,26,38,94305,3,1,3,110,1,0,1,0
1597,0,45,20,55,92606,4,1.9,3,164,1,0,0,0
1598,0,66,41,11,92325,3,0.1,3,0,1,0,0,1
1599,0,40,15,85,94550,2,0.4,1,0,1,0,0,0
